Make,Model,Year,Country of Origin,Transmission,Engine Type,Engine Size (L),Mileage (km),Condition,Previous Owners,Additional Features,Resale Value (Ksh)
Subaru,Impreza,2008,Japan,Automatic,Petrol,2.5,95818,Fair,1,Backup Camera,691144
Mercedes,GLE,2000,Germany,Manual,Diesel,1.4,140115,Poor,1,None,818099
Toyota,Land Cruiser,2007,Japan,Manual,Petrol,2.0,147781,Fair,2,Heated Seats,421255
Nissan,Juke,2004,Japan,Automatic,Diesel,3.0,69076,Excellent,1,Heated Seats,765973
Ford,Ranger,2020,USA,Automatic,Diesel,2.0,88010,Excellent,4,Bluetooth,1569721
Ford,Focus,2019,USA,Manual,Diesel,3.2,155900,Fair,2,Bluetooth,1268383
Honda,Accord,2001,Japan,Automatic,Diesel,2.5,42825,Very Good,0,Backup Camera,644064
BMW,X3,2010,Germany,Manual,Diesel,2.0,60549,Very Good,2,Sunroof,2024066
Subaru,Outback,2007,Japan,Automatic,Petrol,2.0,96967,Good,1,Backup Camera,847099
Mercedes,E-Class,2011,Germany,Automatic,Petrol,1.6,171273,Fair,2,None,1476983
Nissan,X-Trail,2021,Japan,Manual,Diesel,3.2,66770,Very Good,0,GPS,2132955
BMW,5 Series,2009,Germany,Manual,Diesel,3.0,163953,Poor,0,GPS,1140907
BMW,3 Series,2010,Germany,Automatic,Diesel,2.5,108832,Good,4,None,1627373
Honda,Civic,2018,Japan,Automatic,Diesel,4.0,136764,Very Good,2,Sunroof,1849134
Nissan,Navara,2015,Japan,Automatic,Petrol,2.5,169600,Good,5,Backup Camera,907442
Volkswagen,Golf,2001,Germany,Manual,Petrol,1.8,55368,Good,3,Sunroof,1265539
Subaru,Forester,2010,Japan,Manual,Diesel,2.0,197708,Excellent,4,Backup Camera,859050
Ford,Focus,2008,USA,Manual,Diesel,1.4,194475,Poor,3,Heated Seats,228731
Ford,Fiesta,2022,USA,Automatic,Diesel,1.8,55534,Fair,3,None,1112085
Volkswagen,Tiguan,2023,Germany,Manual,Petrol,2.0,74647,Poor,2,Sunroof,1558596
Nissan,Qashqai,2015,Japan,Manual,Petrol,3.2,136399,Excellent,2,GPS,1890801
Toyota,Land Cruiser,2014,Japan,Automatic,Petrol,2.0,138524,Very Good,2,Heated Seats,1045918
Toyota,RAV4,2015,Japan,Automatic,Diesel,3.2,159296,Very Good,3,None,1613585
Honda,Accord,2005,Japan,Automatic,Diesel,1.8,96289,Excellent,0,Bluetooth,868026
Toyota,RAV4,2020,Japan,Manual,Petrol,1.8,83526,Good,0,Heated Seats,1340716
BMW,3 Series,2001,Germany,Automatic,Diesel,1.4,186920,Poor,1,Backup Camera,777861
Ford,Ranger,2018,USA,Manual,Diesel,4.0,165115,Very Good,0,None,1967153
Nissan,Qashqai,2001,Japan,Automatic,Petrol,2.0,58933,Excellent,0,Sunroof,442137
Honda,CR-V,2010,Japan,Manual,Diesel,1.8,26468,Excellent,1,GPS,1146529
Nissan,Qashqai,2006,Japan,Manual,Diesel,3.2,45484,Excellent,4,None,1418173
BMW,X3,2007,Germany,Automatic,Diesel,1.4,164293,Good,0,Sunroof,1552187
Toyota,Camry,2013,Japan,Automatic,Diesel,3.0,120388,Very Good,4,Backup Camera,948173
Nissan,X-Trail,2015,Japan,Automatic,Petrol,3.2,149642,Excellent,3,Backup Camera,1811410
Toyota,Corolla,2010,Japan,Automatic,Diesel,3.0,142621,Fair,1,Sunroof,649605
Honda,Accord,2003,Japan,Manual,Petrol,1.6,76563,Excellent,3,GPS,634935
Honda,Fit,2022,Japan,Automatic,Diesel,1.8,137416,Excellent,3,Sunroof,1567896
BMW,5 Series,2001,Germany,Manual,Diesel,3.0,161638,Poor,1,None,811374
Toyota,Camry,2002,Japan,Manual,Diesel,3.2,95246,Poor,5,Backup Camera,546395
Nissan,Qashqai,2011,Japan,Manual,Diesel,3.0,27397,Good,0,None,1135750
Toyota,Camry,2010,Japan,Automatic,Petrol,1.4,170483,Fair,2,Bluetooth,564872
Mercedes,GLE,2015,Germany,Automatic,Diesel,4.0,148567,Poor,2,Leather Seats,1397583
BMW,X5,2006,Germany,Automatic,Diesel,3.0,189597,Fair,3,None,1098434
Subaru,XV,2007,Japan,Manual,Diesel,2.5,167835,Poor,3,Leather Seats,327331
Toyota,Land Cruiser,2015,Japan,Manual,Diesel,1.6,80680,Very Good,4,Sunroof,1074093
Toyota,RAV4,2018,Japan,Automatic,Diesel,2.0,103466,Excellent,1,Backup Camera,1525192
Volkswagen,Golf,2016,Germany,Automatic,Diesel,4.0,196232,Fair,4,GPS,2025437
Nissan,Qashqai,2023,Japan,Manual,Petrol,2.0,154770,Good,0,GPS,1455263
Nissan,X-Trail,2012,Japan,Automatic,Petrol,1.8,157418,Good,0,Backup Camera,968548
Honda,CR-V,2012,Japan,Automatic,Diesel,3.2,149846,Fair,3,Bluetooth,1048949
Volkswagen,Polo,2017,Germany,Manual,Petrol,1.8,188848,Very Good,3,Sunroof,2176802
Toyota,Land Cruiser,2013,Japan,Automatic,Petrol,1.6,175520,Excellent,2,Leather Seats,1143708
Honda,Accord,2000,Japan,Manual,Diesel,2.0,184784,Very Good,1,Bluetooth,400232
Nissan,Juke,2011,Japan,Manual,Petrol,2.0,137869,Very Good,1,Sunroof,985443
Toyota,Land Cruiser,2009,Japan,Automatic,Diesel,2.5,76428,Good,1,Backup Camera,902748
Ford,Explorer,2018,USA,Manual,Diesel,4.0,178562,Very Good,5,Sunroof,1845363
Mercedes,E-Class,2020,Germany,Automatic,Petrol,1.6,27847,Poor,5,GPS,1489809
Subaru,Forester,2002,Japan,Manual,Petrol,2.5,185704,Poor,1,None,250346
Toyota,RAV4,2003,Japan,Manual,Petrol,1.6,31669,Poor,4,Bluetooth,249070
Volkswagen,Golf,2022,Germany,Manual,Petrol,1.6,85976,Good,1,None,2584670
Toyota,Camry,2018,Japan,Automatic,Petrol,1.6,22532,Fair,4,Bluetooth,1029389
Subaru,Outback,2001,Japan,Automatic,Diesel,2.5,199212,Good,5,None,300643
Nissan,Navara,2011,Japan,Manual,Petrol,1.6,121625,Fair,1,None,608507
Honda,Fit,2021,Japan,Automatic,Petrol,1.6,116613,Good,4,Sunroof,1154824
Mercedes,C-Class,2022,Germany,Automatic,Diesel,1.8,126015,Fair,4,GPS,1884345
Subaru,XV,2005,Japan,Automatic,Diesel,4.0,166701,Very Good,4,Sunroof,1052884
Subaru,Forester,2010,Japan,Automatic,Petrol,2.5,89793,Excellent,5,None,959533
Honda,Fit,2012,Japan,Manual,Petrol,1.8,152925,Good,0,Heated Seats,916149
Toyota,Camry,2004,Japan,Manual,Petrol,1.4,58037,Poor,1,Leather Seats,266730
Honda,Accord,2002,Japan,Automatic,Diesel,1.8,165647,Fair,4,Sunroof,285290
Ford,Fiesta,2022,USA,Automatic,Petrol,2.5,96310,Good,4,GPS,1471625
Toyota,Corolla,2013,Japan,Manual,Diesel,3.0,25790,Fair,2,Bluetooth,951338
Subaru,Outback,2021,Japan,Manual,Diesel,2.0,191021,Very Good,1,Heated Seats,1479100
BMW,5 Series,2001,Germany,Manual,Diesel,3.0,19657,Fair,0,Heated Seats,1334412
Volkswagen,Polo,2023,Germany,Manual,Petrol,1.8,41790,Very Good,4,Sunroof,2781057
Mercedes,E-Class,2017,Germany,Manual,Petrol,3.2,130957,Poor,2,GPS,1513164
Nissan,X-Trail,2020,Japan,Manual,Petrol,3.2,7898,Poor,1,Leather Seats,1149814
Volkswagen,Golf,2006,Germany,Manual,Diesel,1.8,97242,Good,2,Sunroof,1646814
Toyota,RAV4,2005,Japan,Automatic,Diesel,1.8,58095,Poor,1,Backup Camera,431215
Mercedes,GLA,2011,Germany,Automatic,Petrol,3.2,142068,Very Good,2,None,2546970
Ford,Explorer,2004,USA,Manual,Diesel,1.4,164476,Poor,0,Heated Seats,209014
Toyota,Camry,2015,Japan,Manual,Petrol,1.4,140284,Good,2,GPS,1095809
Nissan,X-Trail,2022,Japan,Manual,Petrol,3.2,23867,Good,3,Leather Seats,1905785
BMW,3 Series,2013,Germany,Manual,Diesel,3.2,97893,Good,3,GPS,2510479
Volkswagen,Golf,2016,Germany,Manual,Diesel,3.2,79645,Fair,3,Heated Seats,2112572
Nissan,Navara,2010,Japan,Automatic,Petrol,2.5,63923,Poor,2,None,463820
Volkswagen,Golf,2023,Germany,Manual,Petrol,2.0,119014,Very Good,1,Backup Camera,2706818
Ford,Ranger,2020,USA,Manual,Diesel,4.0,112595,Excellent,5,GPS,2074065
Mercedes,C-Class,2018,Germany,Manual,Petrol,1.6,161599,Excellent,5,None,2637620
BMW,X3,2005,Germany,Automatic,Diesel,3.0,176763,Good,5,Bluetooth,1420533
Volkswagen,Golf,2018,Germany,Automatic,Diesel,2.5,180750,Fair,2,Leather Seats,1753169
Subaru,XV,2004,Japan,Manual,Diesel,2.5,104749,Poor,0,None,361007
Volkswagen,Passat,2001,Germany,Automatic,Diesel,3.0,99365,Very Good,1,Leather Seats,1684682
Nissan,Qashqai,2006,Japan,Manual,Diesel,1.4,81070,Fair,3,None,438599
Honda,CR-V,2015,Japan,Manual,Diesel,3.2,47386,Good,3,GPS,1591455
Honda,Fit,2019,Japan,Automatic,Diesel,3.0,29849,Excellent,4,Leather Seats,1620795
Volkswagen,Polo,2019,Germany,Automatic,Diesel,2.5,67530,Good,5,GPS,2176507
Subaru,XV,2008,Japan,Automatic,Diesel,2.5,163045,Poor,5,Heated Seats,311552
Toyota,Camry,2001,Japan,Automatic,Diesel,2.0,93154,Fair,1,Leather Seats,407481
Nissan,Navara,2007,Japan,Automatic,Diesel,3.2,111968,Fair,1,GPS,925155
Subaru,Impreza,2014,Japan,Manual,Petrol,3.2,132044,Good,0,None,1480230
BMW,X5,2004,Germany,Manual,Petrol,1.8,147759,Poor,1,None,868611
Mercedes,GLE,2008,Germany,Manual,Petrol,1.6,11628,Fair,5,Backup Camera,1361852
Volkswagen,Passat,2002,Germany,Automatic,Diesel,4.0,112763,Excellent,0,None,2296694
BMW,3 Series,2023,Germany,Automatic,Diesel,4.0,35611,Good,3,Sunroof,2957118
Ford,Ranger,2016,USA,Automatic,Diesel,2.5,63012,Very Good,5,Heated Seats,1130240
Honda,Accord,2003,Japan,Automatic,Petrol,3.2,71945,Good,0,Heated Seats,1121452
Subaru,Forester,2012,Japan,Automatic,Petrol,1.6,137309,Poor,2,GPS,577000
Toyota,Corolla,2002,Japan,Manual,Diesel,2.5,152993,Poor,3,Leather Seats,226568
Toyota,RAV4,2005,Japan,Automatic,Diesel,1.4,19204,Poor,2,Heated Seats,482309
Mercedes,GLE,2016,Germany,Manual,Diesel,4.0,175533,Fair,0,Sunroof,2161013
Mercedes,GLA,2019,Germany,Manual,Diesel,1.8,147809,Fair,1,Backup Camera,1757485
Toyota,Camry,2008,Japan,Automatic,Diesel,1.8,45363,Very Good,2,Leather Seats,925856
BMW,X3,2001,Germany,Automatic,Petrol,4.0,79292,Excellent,3,Sunroof,2284564
Volkswagen,Golf,2007,Germany,Automatic,Diesel,1.8,35060,Fair,3,GPS,1467931
Honda,Fit,2019,Japan,Automatic,Diesel,1.6,167907,Poor,1,Bluetooth,795879
Ford,Fiesta,2019,USA,Manual,Diesel,2.5,118766,Good,0,Bluetooth,1234673
Toyota,Corolla,2008,Japan,Manual,Diesel,3.2,135444,Poor,1,Sunroof,678892
BMW,X3,2018,Germany,Manual,Petrol,4.0,106428,Good,0,GPS,2694139
Mercedes,E-Class,2016,Germany,Automatic,Petrol,1.4,118231,Poor,3,Bluetooth,1191344
Ford,Explorer,2005,USA,Manual,Diesel,1.6,126678,Excellent,2,Bluetooth,700429
Honda,Fit,2008,Japan,Automatic,Diesel,4.0,125658,Excellent,0,GPS,1532102
Subaru,Outback,2012,Japan,Manual,Petrol,3.2,157284,Poor,1,Sunroof,896894
Ford,Fiesta,2023,USA,Manual,Petrol,1.6,171322,Very Good,5,Heated Seats,1462013
Toyota,Camry,2005,Japan,Manual,Petrol,4.0,60092,Excellent,0,Bluetooth,1462015
Honda,Civic,2021,Japan,Manual,Diesel,2.5,85049,Fair,1,None,1115012
Volkswagen,Polo,2003,Germany,Manual,Petrol,3.2,193633,Fair,5,GPS,1392823
Subaru,Forester,2012,Japan,Automatic,Diesel,2.5,87771,Very Good,2,None,1105842
Subaru,Impreza,2008,Japan,Manual,Diesel,1.8,117877,Excellent,0,Bluetooth,889934
BMW,3 Series,2017,Germany,Automatic,Diesel,2.5,172331,Excellent,4,None,2440871
Volkswagen,Passat,2002,Germany,Manual,Diesel,4.0,183872,Good,0,None,1911927
Volkswagen,Golf,2021,Germany,Automatic,Diesel,1.8,182259,Fair,1,GPS,1794374
Nissan,Juke,2018,Japan,Automatic,Diesel,4.0,96582,Fair,2,Sunroof,1347463
Toyota,RAV4,2004,Japan,Automatic,Diesel,3.0,169502,Good,3,GPS,455078
Mercedes,C-Class,2011,Germany,Automatic,Petrol,1.6,74106,Fair,4,GPS,1482603
Subaru,XV,2015,Japan,Automatic,Petrol,2.0,31975,Fair,1,Heated Seats,985189
Nissan,Juke,2019,Japan,Automatic,Petrol,2.5,70160,Poor,3,Backup Camera,757268
Toyota,Camry,2004,Japan,Automatic,Diesel,1.8,192498,Poor,0,None,206768
Volkswagen,Tiguan,2017,Germany,Manual,Petrol,3.2,54152,Good,0,Heated Seats,2799006
BMW,X5,2021,Germany,Manual,Diesel,2.5,77206,Poor,3,Bluetooth,1365985
Nissan,Juke,2014,Japan,Automatic,Petrol,3.0,132356,Fair,5,Bluetooth,744431
Ford,Fiesta,2022,USA,Automatic,Diesel,3.0,126229,Fair,5,Sunroof,980487
Mercedes,C-Class,2021,Germany,Automatic,Diesel,3.0,103439,Very Good,1,Backup Camera,2587035
Ford,Ranger,2020,USA,Automatic,Diesel,2.5,31273,Good,0,Sunroof,1497051
Nissan,Juke,2011,Japan,Manual,Diesel,1.8,125937,Excellent,0,Heated Seats,972059
BMW,3 Series,2013,Germany,Automatic,Petrol,1.8,136114,Excellent,1,Sunroof,2321230
BMW,X5,2011,Germany,Automatic,Diesel,3.0,34839,Good,2,Sunroof,1954839
BMW,5 Series,2012,Germany,Automatic,Petrol,4.0,13112,Good,2,Leather Seats,2589850
Volkswagen,Golf,2013,Germany,Manual,Petrol,1.4,84884,Fair,5,Backup Camera,1478807
Ford,Fiesta,2021,USA,Automatic,Diesel,3.0,6135,Poor,1,Leather Seats,1003429
BMW,5 Series,2008,Germany,Automatic,Petrol,2.0,11843,Good,0,Sunroof,1891631
Volkswagen,Tiguan,2010,Germany,Automatic,Diesel,3.2,106888,Poor,4,Bluetooth,1355021
Mercedes,C-Class,2022,Germany,Automatic,Petrol,3.0,116721,Fair,3,None,1873917
Mercedes,GLE,2009,Germany,Manual,Petrol,3.2,52650,Good,1,Leather Seats,2302635
Ford,Focus,2016,USA,Automatic,Petrol,2.0,90359,Poor,5,Sunroof,575826
BMW,X3,2023,Germany,Automatic,Diesel,3.2,59383,Poor,1,Backup Camera,1761431
Ford,Explorer,2004,USA,Manual,Petrol,3.0,120429,Very Good,4,None,475533
Nissan,X-Trail,2018,Japan,Manual,Diesel,1.6,162801,Good,5,GPS,1101635
Volkswagen,Tiguan,2008,Germany,Manual,Petrol,3.2,11578,Fair,3,Bluetooth,1850607
Volkswagen,Polo,2017,Germany,Automatic,Petrol,1.8,101569,Good,2,Leather Seats,2104806
Nissan,Qashqai,2019,Japan,Manual,Diesel,3.2,168442,Poor,1,Bluetooth,1097537
Subaru,Outback,2008,Japan,Automatic,Diesel,1.6,114602,Excellent,2,Bluetooth,855841
Toyota,Camry,2006,Japan,Automatic,Diesel,1.4,161570,Poor,1,Backup Camera,281760
Nissan,X-Trail,2020,Japan,Manual,Diesel,1.8,24420,Very Good,1,Bluetooth,1624829
Volkswagen,Golf,2019,Germany,Automatic,Diesel,2.5,192720,Fair,0,Leather Seats,1878086
Nissan,Juke,2003,Japan,Manual,Petrol,1.4,114422,Good,2,Heated Seats,393373
Nissan,Navara,2022,Japan,Automatic,Petrol,3.0,94655,Very Good,5,Sunroof,1547290
Nissan,Qashqai,2020,Japan,Automatic,Diesel,2.0,161934,Excellent,4,None,1448217
Volkswagen,Tiguan,2008,Germany,Manual,Petrol,4.0,87664,Very Good,0,Leather Seats,2590286
Mercedes,GLE,2019,Germany,Automatic,Petrol,3.0,131086,Excellent,4,Sunroof,2548207
Subaru,Forester,2008,Japan,Manual,Petrol,1.6,9831,Excellent,4,Sunroof,985702
Subaru,Impreza,2013,Japan,Automatic,Diesel,2.0,157592,Fair,3,Bluetooth,674107
Mercedes,C-Class,2009,Germany,Automatic,Petrol,3.0,142791,Good,2,Heated Seats,1716982
BMW,5 Series,2001,Germany,Manual,Diesel,1.8,142268,Excellent,1,Sunroof,1599363
Nissan,Qashqai,2006,Japan,Automatic,Diesel,3.0,60764,Good,0,GPS,629751
Toyota,Land Cruiser,2007,Japan,Automatic,Diesel,3.0,167524,Excellent,0,Backup Camera,697599
Volkswagen,Polo,2018,Germany,Manual,Petrol,2.0,196879,Fair,0,Backup Camera,1722079
Subaru,Forester,2001,Japan,Automatic,Diesel,3.0,53650,Good,5,GPS,288371
Mercedes,GLE,2000,Germany,Automatic,Diesel,2.5,44366,Very Good,5,Bluetooth,1497176
BMW,X5,2016,Germany,Manual,Petrol,3.2,175539,Good,1,Bluetooth,2522512
Volkswagen,Tiguan,2013,Germany,Automatic,Diesel,2.5,39863,Good,0,Sunroof,2213009
Mercedes,GLA,2005,Germany,Manual,Petrol,1.8,92576,Poor,2,Backup Camera,908900
Volkswagen,Passat,2002,Germany,Automatic,Petrol,1.6,172264,Fair,4,Sunroof,1117811
Honda,Fit,2015,Japan,Manual,Diesel,2.0,149187,Excellent,4,Sunroof,1102434
Nissan,Navara,2013,Japan,Manual,Petrol,2.5,187771,Very Good,4,Heated Seats,959037
Volkswagen,Passat,2019,Germany,Manual,Diesel,4.0,10347,Very Good,0,GPS,3268691
Ford,Focus,2004,USA,Manual,Petrol,1.8,145478,Very Good,0,Sunroof,538703
Honda,Accord,2015,Japan,Manual,Petrol,2.5,169438,Good,3,GPS,1000591
Subaru,Forester,2004,Japan,Manual,Diesel,1.4,137633,Excellent,4,Heated Seats,435818
BMW,3 Series,2023,Germany,Automatic,Petrol,2.0,72093,Fair,3,Leather Seats,1896873
Honda,Civic,2003,Japan,Automatic,Diesel,2.5,108932,Poor,2,Sunroof,134583
BMW,3 Series,2011,Germany,Manual,Petrol,4.0,15775,Very Good,0,Bluetooth,2725553
Volkswagen,Golf,2018,Germany,Automatic,Petrol,1.8,39627,Excellent,1,Bluetooth,2890790
Ford,Fiesta,2001,USA,Manual,Petrol,2.5,56273,Good,2,Heated Seats,377649
Subaru,Impreza,2009,Japan,Manual,Petrol,3.2,36826,Good,3,Heated Seats,1344546
Toyota,Land Cruiser,2014,Japan,Manual,Petrol,4.0,105545,Very Good,3,Bluetooth,1548931
Nissan,Navara,2013,Japan,Manual,Diesel,3.2,29101,Very Good,0,None,1776595
Subaru,XV,2015,Japan,Automatic,Diesel,4.0,130225,Fair,3,Backup Camera,1230902
Mercedes,GLE,2007,Germany,Manual,Petrol,1.4,176084,Fair,3,GPS,1135963
Subaru,Impreza,2020,Japan,Manual,Petrol,3.2,167902,Excellent,5,Sunroof,2122963
Nissan,Qashqai,2004,Japan,Automatic,Diesel,2.0,91689,Poor,1,Bluetooth,337204
Honda,Accord,2023,Japan,Automatic,Diesel,4.0,90368,Excellent,1,Leather Seats,2403786
Honda,Civic,2020,Japan,Manual,Diesel,2.0,167095,Fair,1,Backup Camera,963515
Volkswagen,Passat,2009,Germany,Automatic,Petrol,1.4,28508,Very Good,2,GPS,2031451
BMW,X5,2000,Germany,Manual,Diesel,2.0,89490,Fair,0,Backup Camera,1147209
Toyota,Camry,2018,Japan,Manual,Diesel,1.4,174736,Poor,4,None,661197
Nissan,X-Trail,2005,Japan,Manual,Diesel,1.8,49611,Very Good,2,Sunroof,869860
Volkswagen,Passat,2003,Germany,Manual,Petrol,3.2,27282,Fair,0,Sunroof,1701191
Nissan,X-Trail,2020,Japan,Automatic,Diesel,1.8,50997,Very Good,3,Leather Seats,1369846
Toyota,Land Cruiser,2016,Japan,Manual,Diesel,3.2,93313,Good,4,Bluetooth,1686500
Volkswagen,Tiguan,2009,Germany,Manual,Diesel,3.0,112646,Fair,4,Heated Seats,1268152
Volkswagen,Passat,2015,Germany,Automatic,Petrol,2.0,49134,Poor,0,Leather Seats,1274054
BMW,3 Series,2004,Germany,Manual,Petrol,3.0,118989,Good,3,Heated Seats,1380939
Honda,CR-V,2020,Japan,Automatic,Diesel,3.2,126769,Excellent,3,GPS,2090331
Subaru,Outback,2022,Japan,Manual,Petrol,3.0,89355,Excellent,1,Backup Camera,1748813
Volkswagen,Polo,2000,Germany,Automatic,Petrol,2.5,103649,Very Good,2,Bluetooth,1341884
Honda,Fit,2002,Japan,Automatic,Petrol,2.0,44497,Poor,0,None,358428
BMW,X3,2015,Germany,Automatic,Petrol,4.0,154820,Poor,2,Bluetooth,1440425
Honda,Civic,2016,Japan,Automatic,Diesel,4.0,199067,Good,5,GPS,1598824
Ford,Fiesta,2010,USA,Automatic,Diesel,2.0,115649,Poor,2,Bluetooth,456723
Mercedes,GLE,2019,Germany,Manual,Petrol,1.8,39854,Fair,4,Heated Seats,1945729
Ford,Fiesta,2009,USA,Manual,Diesel,2.5,151380,Good,3,Leather Seats,581722
Mercedes,GLE,2000,Germany,Manual,Diesel,4.0,156337,Very Good,1,GPS,1996596
Subaru,XV,2018,Japan,Automatic,Petrol,1.4,14921,Poor,1,Sunroof,839290
Honda,Accord,2000,Japan,Automatic,Petrol,2.5,158228,Very Good,0,Bluetooth,273301
Nissan,X-Trail,2017,Japan,Automatic,Diesel,2.5,189168,Very Good,2,GPS,1181656
Volkswagen,Polo,2006,Germany,Automatic,Petrol,3.0,115528,Excellent,4,None,1914266
Nissan,X-Trail,2011,Japan,Automatic,Petrol,2.5,159083,Good,3,Heated Seats,759886
Mercedes,E-Class,2007,Germany,Automatic,Diesel,1.8,96408,Fair,3,Leather Seats,1317809
Volkswagen,Golf,2005,Germany,Manual,Diesel,2.5,57165,Very Good,2,None,1666894
BMW,5 Series,2014,Germany,Manual,Petrol,2.0,51453,Very Good,0,GPS,2380854
Ford,Explorer,2011,USA,Automatic,Diesel,2.5,187134,Good,4,Sunroof,818711
Subaru,XV,2015,Japan,Manual,Diesel,4.0,9413,Fair,0,Backup Camera,1485857
Honda,CR-V,2003,Japan,Manual,Diesel,1.6,115369,Fair,2,None,292655
Ford,Ranger,2015,USA,Automatic,Diesel,3.0,142663,Poor,1,Backup Camera,643417
Subaru,XV,2006,Japan,Automatic,Petrol,3.0,159331,Poor,2,Leather Seats,234210
Ford,Ranger,2013,USA,Manual,Diesel,3.0,110327,Very Good,2,None,1048516
Honda,CR-V,2018,Japan,Manual,Diesel,2.5,113935,Excellent,0,Backup Camera,1426105
Ford,Explorer,2005,USA,Automatic,Petrol,3.0,136310,Excellent,0,Bluetooth,651315
Honda,Civic,2005,Japan,Automatic,Petrol,1.4,78856,Excellent,0,GPS,767558
Mercedes,GLA,2012,Germany,Automatic,Diesel,3.0,187226,Poor,1,Heated Seats,1206643
Ford,Explorer,2011,USA,Manual,Petrol,4.0,51663,Very Good,0,None,1549373
BMW,X3,2002,Germany,Manual,Diesel,2.0,86256,Good,2,Bluetooth,1467938
Mercedes,GLE,2015,Germany,Automatic,Petrol,1.6,87374,Good,4,Leather Seats,2011472
Subaru,Impreza,2016,Japan,Manual,Petrol,3.0,111430,Good,2,Bluetooth,1093874
BMW,X3,2007,Germany,Automatic,Diesel,1.4,11272,Very Good,5,GPS,1933941
Honda,Accord,2001,Japan,Automatic,Petrol,1.8,160663,Very Good,3,Sunroof,311341
Toyota,Camry,2012,Japan,Manual,Petrol,4.0,139454,Very Good,5,Backup Camera,1379784
Nissan,Navara,2023,Japan,Automatic,Petrol,2.5,77224,Poor,3,Bluetooth,926027
Subaru,XV,2011,Japan,Manual,Petrol,1.4,90201,Fair,2,Bluetooth,745548
Ford,Explorer,2003,USA,Manual,Petrol,3.0,142858,Very Good,4,None,485637
Subaru,Outback,2010,Japan,Manual,Diesel,2.0,63520,Good,0,Backup Camera,883538
BMW,X3,2013,Germany,Automatic,Petrol,1.8,89613,Poor,0,Leather Seats,1284576
Honda,Civic,2022,Japan,Manual,Petrol,1.4,80612,Poor,3,Sunroof,730329
Volkswagen,Passat,2008,Germany,Manual,Petrol,2.0,167265,Poor,5,Heated Seats,837296
Volkswagen,Tiguan,2007,Germany,Automatic,Petrol,1.8,17744,Poor,4,Backup Camera,1021509
Toyota,Corolla,2015,Japan,Automatic,Diesel,2.0,164981,Very Good,5,Bluetooth,1086163
Toyota,RAV4,2013,Japan,Automatic,Petrol,4.0,181168,Excellent,4,Leather Seats,1613654
Volkswagen,Polo,2018,Germany,Manual,Petrol,1.6,105585,Poor,5,Bluetooth,1201409
Nissan,Juke,2014,Japan,Automatic,Diesel,1.4,53149,Good,5,Bluetooth,1055092
Ford,Ranger,2006,USA,Manual,Diesel,3.0,45271,Very Good,2,Leather Seats,882369
Volkswagen,Passat,2016,Germany,Manual,Petrol,1.6,77500,Fair,5,Bluetooth,1631519
Nissan,Navara,2008,Japan,Manual,Petrol,3.2,38750,Poor,3,Heated Seats,714732
Subaru,XV,2002,Japan,Manual,Diesel,1.8,132254,Very Good,1,Backup Camera,476957
Mercedes,GLE,2020,Germany,Automatic,Diesel,3.0,53026,Very Good,1,None,2553927
Honda,Civic,2014,Japan,Manual,Petrol,1.8,31165,Poor,3,Heated Seats,578466
Honda,CR-V,2013,Japan,Automatic,Petrol,4.0,183692,Excellent,4,None,1608097
Volkswagen,Polo,2023,Germany,Automatic,Diesel,2.0,137619,Excellent,3,GPS,2807669
Ford,Explorer,2002,USA,Automatic,Diesel,1.8,22542,Poor,3,Leather Seats,306355
Volkswagen,Polo,2019,Germany,Manual,Diesel,1.4,172674,Fair,3,None,1706577
Toyota,RAV4,2020,Japan,Manual,Petrol,1.8,25859,Good,0,Backup Camera,1574751
Ford,Focus,2009,USA,Automatic,Petrol,1.6,35194,Fair,5,Sunroof,578621
Honda,Accord,2009,Japan,Manual,Petrol,4.0,160650,Fair,0,None,1010805
Volkswagen,Tiguan,2008,Germany,Manual,Diesel,4.0,198378,Fair,2,Bluetooth,1684928
Subaru,Forester,2018,Japan,Manual,Diesel,3.2,85066,Fair,4,Leather Seats,1281651
BMW,3 Series,2001,Germany,Automatic,Petrol,3.0,27116,Very Good,5,Leather Seats,1632847
Toyota,Camry,2021,Japan,Automatic,Diesel,3.2,101101,Good,5,Backup Camera,1806104
Ford,Fiesta,2009,USA,Automatic,Petrol,2.5,49287,Very Good,5,Sunroof,920806
BMW,X3,2010,Germany,Manual,Petrol,3.2,176810,Excellent,0,Backup Camera,2743080
Toyota,RAV4,2013,Japan,Automatic,Petrol,2.0,102142,Fair,4,GPS,600763
Toyota,Corolla,2021,Japan,Manual,Diesel,4.0,50617,Fair,0,None,1465446
Honda,Accord,2001,Japan,Manual,Petrol,3.0,166939,Good,5,Bluetooth,305108
Toyota,RAV4,2000,Japan,Automatic,Petrol,3.2,94720,Fair,0,Heated Seats,706386
Honda,Accord,2004,Japan,Automatic,Petrol,3.2,180962,Fair,4,None,718276
Ford,Focus,2016,USA,Automatic,Diesel,2.0,181569,Poor,4,Leather Seats,564435
Subaru,XV,2009,Japan,Automatic,Diesel,1.4,122337,Poor,1,Leather Seats,518645
Mercedes,E-Class,2023,Germany,Automatic,Petrol,2.0,93292,Fair,2,Leather Seats,2045136
Toyota,Land Cruiser,2000,Japan,Automatic,Diesel,3.2,163910,Good,4,Backup Camera,736405
